key,城市,景点名称,攻略数量,评论数量,星级,排名,简介,链接,图片
aae8fe67d2236c8607e5a45b06be311b,南京,鸡鸣寺Jiming Temple,93,1399,88,南京景点排名第13,南京古老的佛寺之一，春季赏樱，夏季登佛塔眺望玄武湖的荷花。,https://travel.qunar.com/p-oi707188-jimingsi,https://img1.qunarzz.com/travel/d8/1803/17/9023afdf55610db5.jpg_r_480x360x95_f0a97a0e.jpg
125ce9586c4cff2c0cd78923a1f4eefb,南京,中国科举博物馆(江南贡院)China Imperial Examination Museum (Jiangnan Gongyuan),32,1165,94,南京景点排名第27,中国古代规模最大的科举考场，也是南方地区开科取士之地。,https://travel.qunar.com/p-oi720665-zhongguokejubowuguan,https://img1.qunarzz.com/travel/d2/1604/ea/d1e5c5363e7ff8f7.jpg_r_480x360x95_27233459.jpg
a56be7d2785b0e76625be2c6a8758a4c,南京,红山森林动物园Hongshan Forest Zoo,5,1417,92,南京景点排名第28,小朋友的乐园，看镇园之宝红毛猩猩，观宠物园动物表演。,https://travel.qunar.com/p-oi7524258-hongshansenlindongwuyuan,https://img1.qunarzz.com/travel/poi/1707/16/cfdd2c72b86de437.jpg_r_480x360x95_257215f3.jpg
d0a9439ce301ca3c67b27a39e0c7b88d,南京,乌衣巷Wuyi Lane,42,534,86,南京景点排名第9,中国最著名巷之一，刘禹锡著名诗词“朱雀桥边野草花，乌衣巷口夕阳斜”说的正是这里。,https://travel.qunar.com/p-oi714329-wuyixiang,https://img1.qunarzz.com/travel/d2/1506/35/1a5369678b1563.jpg_r_480x360x95_ae2c2d4c.jpg
1f8e42d0ad0e7b0b218dd9188049645c,南京,南京中山植物园Nanjing Zhongshan Botanical Garden,6,301,92,南京景点排名第92,中国四大植物园之一，明城墙环绕，11月底可在红枫岗赏枫。,https://travel.qunar.com/p-oi712390-nanjingzhongshanzhiwu,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/e4c5f461-008c-4203-9a69-de99880d3e94.jpg_480x360_a2a21e8a.jpg_480x360_acfdeab0.jpg
9f0364dcaee5588ab9452999ea3694e7,南京,栖霞寺Qixia Temple,6,227,94,南京景点排名第59,中国四大名刹之一，唐朝的明征君碑、隋朝的舍利塔、南朝的千佛岩，精彩绝伦。,https://travel.qunar.com/p-oi5475528-qixiasi,https://img1.qunarzz.com/travel/d8/1510/f2/a3b40aeddd16bdf7.jpg_r_480x360x95_261b3892.jpg
ce612748571fb6f8afb0b6d564e171da,南京,宝船厂遗址Treasure Shipyard Relics Park,1,140,90,南京景点排名第254,重温郑和下西洋的历史场景，感受船队风貌的壮观场面。,https://travel.qunar.com/p-oi7469784-baochuanchangyizhi,https://img1.qunarzz.com/travel/poi/1408/28/67be7596382684e0ffffffffc8d65eac.jpg_r_480x360x95_457bd42e.jpg
b7068439e95514186b9f29f2008e1910,南京,老山国家森林公园Laoshan National Forest Park of Nanjing,1,144,90,南京景点排名第46,有着“南京绿肺、江北明珠”之美誉。,https://travel.qunar.com/p-oi5475530-laoshanguojiasenlingong,https://img1.qunarzz.com/travel/d0/1703/1d/37c35ac1051fb1b5.jpg_r_480x360x95_27edd8fd.jpg
c10f404e9bd5ff9da8b2569bcf083638,南京,大报恩寺遗址景区Grand Baoen Temple Heritage and Scenic Area,12,670,94,南京景点排名第93,报恩圣地，感受寺庙文化，乃祈福佳选。,https://travel.qunar.com/p-oi10065920-dabaoensiyizhijingqu,https://img1.qunarzz.com/travel/d8/1608/ed/01544b32741b73b5.jpg_r_480x360x95_8473cce5.jpg
c26714f57fb748c5cbea450bc9468fbb,南京,将军山Nanjing Jiangjun Mountain Tourism Scenic Area,2,130,78,南京景点排名第116,,https://travel.qunar.com/p-oi706676-jiangjunshan,https://img1.qunarzz.com/travel/d5/1602/dc/c72ae1871e9ca4f7.jpg_r_480x360x95_78258e12.jpg
c6e4f05de97794c345a87bd92a120b22,南京,南京大学(鼓楼校区)Nanjing University,37,699,94,南京景点排名第19,爬满绿藤的北大楼是一大标志，校园中的古建筑值得细细品味。,https://travel.qunar.com/p-oi716159-nanjingdaxue,https://img1.qunarzz.com/travel/d5/1602/66/f11fd95d0260a3f7.jpg_r_480x360x95_3f963981.jpg
994051eb92cc50b8c1bbcd8b68fb0202,南京,金牛湖风景区Jinniu Lake,1,172,88,南京景点排名第89,南京市最大的人工湖泊，被称为“江北第一景”。,https://travel.qunar.com/p-oi709440-jinniuhufengjingqu,https://img1.qunarzz.com/travel/d8/1707/cf/535b78a81b4d38b5.jpg_r_480x360x95_fb53c581.jpg
b833b5ff5fb84a0b9cada09c48b6205a,南京,南京眼步行桥Nanjing Eye Pedestrian Bridge,4,70,96,南京景点排名第22,,https://travel.qunar.com/p-oi8685638-nanjingyanbuxingqiao,https://img1.qunarzz.com/travel/poi/1509/31/6b37619c143af9.jpg_r_480x360x95_05c86103.jpg
ef5d463a119e30ed7803ba78a5b3066b,南京,珍珠泉风景区Pearl Spring Scenic Area,2,569,90,南京景点排名第151,欣赏碧绿清澈的珍珠泉，爬长城挑战自我，观看动物园的精彩表演。,https://travel.qunar.com/p-oi703809-zhenzhuquanfengjingqu,https://img1.qunarzz.com/travel/poi/1707/bd/322177d50d189137.jpg_r_480x360x95_946608e4.jpg
8ddfa90f08bb3165f188679150f95e1b,南京,南京长江大桥Nanjing Yangtze River Bridge,28,621,92,南京景点排名第36,完全由中国人建造的长江大桥，漫步桥面看车水马龙和长江。,https://travel.qunar.com/p-oi708494-nanjingzhangjiangdaqiao,https://img1.qunarzz.com/travel/d2/1610/27/15da7fddcfd12ab5.jpg_r_480x360x95_2d1ddc35.jpg
fca655e63532c26f49b337b3f1a79c5d,南京,阅江楼Yuejiang Tower,14,1282,94,南京景点排名第26,登阅江楼眺望南京长江大桥和滚滚长江，日落时景色尤其美。,https://travel.qunar.com/p-oi701544-yuejianglou,https://img1.qunarzz.com/travel/d1/1501/ba/23698c31ac93fd.jpg_r_480x360x95_c34603bd.jpg
511dd99d6223feed6ac3454d887a2408,南京,夫子庙大成殿Dacheng Hall of Confucius Temple,3,672,90,南京景点排名第68,,https://travel.qunar.com/p-oi720220-fuzimiaodachengdian,https://img1.qunarzz.com/travel/poi/1707/3a/ad54c4d016190f37.jpg_r_480x360x95_bd3c565b.jpg
3f13b4deacf1b25417976c001f982ad6,南京,古桃叶渡Taoye Ferry (Peach Leaf Ferry),6,97,90,南京景点排名第57,,https://travel.qunar.com/p-oi705531-gutaoyedu,https://img1.qunarzz.com/travel/poi/1707/8f/adf758d46a18f937.jpg_r_480x360x95_5065f6b7.jpg
0370a847436a51fd9a8e5a5099165aaa,南京,原国民政府(外交部)旧址Guominzhengfu Ministry of Foreign Affairs Former Site,2,8,94,南京景点排名第83,,https://travel.qunar.com/p-oi706639-yuanguominzhengfuwaijiao,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ad50941f339c69f628acf95ae2e5452b.jpg_r_480x360x95_ed3e7770.jpg
3bbaace1acefab5fb79d92bacd54c55c,南京,高淳老街Gaochun Old Street,9,266,88,南京景点排名第30,被誉为“金陵第二夫子庙”，走明清老街，欣赏保存完好的徽派建筑。,https://travel.qunar.com/p-oi709621-gaochunlaojie,https://img1.qunarzz.com/travel/d9/1611/9c/e9dba3af507f21b5.jpg_r_480x360x95_36975888.jpg
6cffc5471e8a032ce4bed9128ba828a1,南京,莫愁湖景区Mochou Lake Park,15,695,88,南京景点排名第45,了解莫愁女的凄清故事，漫步河畔、园林建筑间，春赏海棠夏赏荷。,https://travel.qunar.com/p-oi709195-mochouhujingqu,https://img1.qunarzz.com/travel/d3/1503/e3/3a9a3865394acc.jpg_r_480x360x95_a45388a2.jpg
1bec23f019473fe8affbc482ed4efa26,南京,灵谷景区Linggu Scenic Area,21,601,94,南京景点排名第34,环境清幽，观宏伟的明代无梁殿，登灵谷塔，在墓园缅怀革命烈士。,https://travel.qunar.com/p-oi713081-linggujingqu,https://img1.qunarzz.com/travel/d8/1508/19/5e38add16ee79c.jpg_r_480x360x95_f9fa8d20.jpg
e2a272e9b4eb936f65d490baa5fe3990,南京,紫金山天文台Purple Mountain Observatory,6,324,92,南京景点排名第106,中国现代天文机构鼻祖，明清天文仪器很精美。,https://travel.qunar.com/p-oi701724-zijinshantianwentai,https://img1.qunarzz.com/travel/d7/1507/9e/987cc116e9a9a3.jpg_r_480x360x95_0aa2103d.jpg
2c173c3cfc9d6036a5185167ed79526e,南京,中山陵音乐台,11,59,78,南京景点排名第152,纪念孙中山先生仪式时的音乐表演及集会演讲。,https://travel.qunar.com/p-oi708257-zhongshanlingyinletai,https://img1.qunarzz.com/travel/d9/1505/83/6a0ce45f9cd4e3.jpg_r_480x360x95_894b379e.jpg
73425e288db23f177c11db1276f3a78a,南京,梅花山Meihuashan,20,785,94,南京景点排名第43,欣赏种类、数量繁多的梅花，梅花过后看樱花，是春季摄影胜地。,https://travel.qunar.com/p-oi703789-meihuashan,https://img1.qunarzz.com/travel/d9/1603/b9/3a5db8a122b101f7.jpg_r_480x360x95_72b0b2ab.jpg
76874eb83419fa62973c424a10effd70,南京,浦口火车站旧址Pukou Railway Station,7,199,86,南京景点排名第39,中国非常文艺的九个火车站其中之一。,https://travel.qunar.com/p-oi7566386-pukouhuochezhanjiuzhi,https://img1.qunarzz.com/travel/d8/1604/25/3463af7ba4111ff7.jpg_r_480x360x95_d84bab7e.jpg
b6b6c73876ef23253d20e1dc03928c5e,南京,梅园新村纪念馆Meiyuan Xincun Memorial Hall,4,117,94,南京景点排名第81,品味复古风情建筑，参观各式纪念馆。,https://travel.qunar.com/p-oi706521-meiyuanxincunjinianguan,https://img1.qunarzz.com/piao/fusion/1811/df/8d83e65f64296d02.jpg_r_480x360x95_f0b1bbf3.jpg
47164a5b4d455b6daa53522ed7d7d463,南京,南京台城Nanjing Taicheng,4,174,94,南京景点排名第232,南京城墙精华段，站在城墙上欣赏秀丽的玄武湖和繁华城景。,https://travel.qunar.com/p-oi713354-nanjingtaicheng,https://img1.qunarzz.com/travel/d9/1901/9f/3330d29624b628b5.jpg_r_480x360x95_439bc75d.jpg
2b3516ad227503b1faf417c7e58a5abd,南京,煦园Xuyuan Garden,1,40,92,南京景点排名第233,,https://travel.qunar.com/p-oi712880-xuyuan,https://img1.qunarzz.com/travel/d2/1507/fe/492d65051e1745.jpg_r_480x360x95_95a85662.jpg
e391eea535fe449f6ed741d8a83e82f2,南京,美龄宫Meiling Palace,48,635,94,南京景点排名第20,覆盖琉璃瓦的精美建筑，富丽堂皇，欣赏内部豪华陈设。,https://travel.qunar.com/p-oi7469770-meilinggong,https://img1.qunarzz.com/travel/d3/1503/30/d653cd3ac986db.jpg_r_480x360x95_c5664579.jpg
6c8bc6ab67e9115877c6cf4e9542412c,南京,玄武湖公园-情侣园Lovers' Garden,3,146,92,南京景点排名第75,,https://travel.qunar.com/p-oi715342-xuanwuhugongyuan_qing,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/0c7072837fed262a3cf7af7947827ae1.jpg_r_480x360x95_ff1c8f0d.jpg
f5f60346f1058a39df95dcf4887ec67c,南京,大钟亭,2,3,00,南京景点排名第154,鼓楼东北方向不远处是大钟亭，亭中悬洪武一二十一年（1388年）铸造的紫铜鸣钟一只。,https://travel.qunar.com/p-oi711820-dazhongting,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
b20e3c145e6f568b278e912863fa0d51,南京,郑和纪念馆Zhenghe Memorial Hall,1,36,92,南京景点排名第234,,https://travel.qunar.com/p-oi705115-zhenghejinianguan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/1a640ddf65cb3f2d80b58be22640f48c.jpg_r_480x360x95_a8b47499.jpg
290683cee128fa84b4d2750421190a77,南京,清凉山公园Qingliangshan Park,5,145,92,南京景点排名第90,历史文化名园，又有“七朝胜迹”之称，是漫步歇息的绝佳去处。,https://travel.qunar.com/p-oi704199-qingliangshangongyuan,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/fc251ac7-c684-4499-af18-054511cd148e.jpg_480x360_f4379504.jpg_480x360_14f8bfbc.jpg
bfab5e6d657a91ecb8951d30579b5fff,南京,甘家大院Ganjia Courtyard,4,186,92,南京景点排名第40,,https://travel.qunar.com/p-oi707035-ganjiadayuan,https://img1.qunarzz.com/travel/d3/1610/7c/44717d8c81547b5.jpg_r_480x360x95_d0ea3470.jpg
0472d2aea32999e6bf079811d5a829ec,南京,太平天国历史博物馆Taiping Heavenly Kingdom Historical Museum,12,67,92,南京景点排名第150,,https://travel.qunar.com/p-oi703552-taipingtianguolishibo,https://img1.qunarzz.com/travel/d2/1611/db/3f0dc1c81cc8bcb5.jpg_r_480x360x95_23a27a55.jpg
d802e77a7ab08e1c4c07fe72f9f1ce2b,南京,李香君故居Former Residence of Li Xiangjun,7,230,88,南京景点排名第235,,https://travel.qunar.com/p-oi712496-lixiangjunguju,https://img1.qunarzz.com/piao/fusion/2106/d8/63f61e17e1472e02.jpg_r_480x360x95_63f08ff4.jpg
1012938045b23795e92da5d598c61a31,南京,雨花石博物馆Yuhuashi Museum,1,39,88,南京景点排名第236,,https://travel.qunar.com/p-oi715116-yuhuashibowuguan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
f0db0d5c3026b69e56360f54ab2b7511,南京,南京云锦博物馆Nanjing Yunjin Museum,4,166,90,南京景点排名第6,中国唯一的云锦专业博物馆，欣赏1500多年手工织造历史的南京云锦。,https://travel.qunar.com/p-oi5850245-nanjingyunjinbowuguan,https://img1.qunarzz.com/piao/fusion/1809/35/46fc449afd644602.jpg_r_480x360x95_3d21cd0e.jpg
a49089fce48bde84b9ff96741152f57e,南京,雨花阁,1,3,80,南京景点排名第237,"清""金陵四十八景""之一的雨花阁，复建于1997年，座落在古雨花台遗址上。南北朝时期佛教盛行，尤其是城南雨花台一带寺庙林立。诗句""南朝四百八十寺，多少楼台烟雨中""就反映了当年的景象。相传梁武帝时期，有位高僧云光法师在此岗设坛讲经说法，僧侣50…",https://travel.qunar.com/p-oi718799-yuhuage,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
bc601262b22e981f082f9b078a2d2cc6,南京,午朝门公园Wuchaomen Park,4,69,92,南京景点排名第238,,https://travel.qunar.com/p-oi709263-wuchaomengongyuan,https://img1.qunarzz.com/travel/d7/1705/da/13112caa910160b5.jpg_r_480x360x95_34556eb9.jpg
7a250a629b451650cd10d4a412220cbe,南京,灵谷塔Linggu Pagoda,4,116,92,南京景点排名第239,,https://travel.qunar.com/p-oi5475522-lingguta,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/fc64196cb429b057b943e3f6ad2a226e.jpg_r_480x360x95_1e53c47b.jpg
3e6049aa8716b99442edf2cfd6610b10,南京,忠魂亭,1,1,60,南京景点排名第156,"忠魂亭是雨花台烈士陵园区的""句号""工程，由南京市30万共产党员交纳特殊党费兴建。该建筑由""忠魂亭""、""忠魂广场""、《思源曲》水池、《忠魂颂》浮雕四部分组成，于1996年7月1日竣工。""忠魂亭""由江泽民题写亭名，位于主体建筑群南端海拔43米的坡顶上。…",https://travel.qunar.com/p-oi717256-zhonghunting,https://img1.qunarzz.com/travel/d5/1612/f4/71ae3395cdfdefb5.jpg_r_480x360x95_ed945cd8.jpg
748f1e54c6de8d7615cf274b6faa1f8e,南京,蒋介石墓址正气亭,1,0,00,南京景点排名第240,位于明孝陵石桥东紫霞湖附近，正气亭介于中山陵和明孝陵之间，亭后花岗石挡土墙中央有孙科撰文，蒋介石亲书的《正气亭记》。蒋介石所以选择这种墓址，据说寓意自己比明太祖朱元璋高明，故将墓址建在高于明孝陵上，又要尊重孙中山，故又低于中山陵。,https://travel.qunar.com/p-oi712009-jiangjieshimuzhizheng,https://img1.qunarzz.com/travel/d1/1505/59/ff24589b2492de.jpg_r_480x360x95_600c4750.jpg
473d30b78764df69fc264c22e956431a,南京,九华山公园Jiuhuashan Park,1,69,90,南京景点排名第44,,https://travel.qunar.com/p-oi704242-jiuhuashangongyuan,https://img1.qunarzz.com/travel/d9/1603/18/1b91e7a35e2144f7.jpg_r_480x360x95_e75c9562.jpg
631a77e370f502f01208dcf1c2fba4c9,南京,南京无梁殿,15,1,70,南京景点排名第241,历史悠久，气势宏伟，建筑结构独特，纪念意义丰富。,https://travel.qunar.com/p-oi5475521-nanjingwuliangdian,https://img1.qunarzz.com/travel/d5/1702/47/f335921d127df7b5.jpg_r_480x360x95_0ea38710.jpg
458d5a20ec313da474e9099cb87d653f,南京,中山码头Zhongshan Ferry Terminal,6,98,92,南京景点排名第4,充满浓郁民国风情的码头，文艺青年和摄影爱好者的聚集地。,https://travel.qunar.com/p-oi5784867-zhongshanmatou,https://img1.qunarzz.com/travel/poi/1411/61/61b76f20f8ebe0c0213a9cdb.jpg_r_480x360x95_71cc0bae.jpg
70ebbd21188138f467ddd0a0a699b8bc,南京,大桥公园Nanjing Yangtze River Bridge Park,1,151,86,南京景点排名第66,,https://travel.qunar.com/p-oi7469793-daqiaogongyuan,https://img1.qunarzz.com/travel/poi/1408/28/47965d85ab1fa9e3ffffffffc8d65eac.jpg_r_480x360x95_0da5d29d.jpg
04409d534df82d9596dc973058d30b4f,南京,南京明故宫遗址公园Ruins of the Ming Palace,17,344,86,南京景点排名第24,原明朝皇宫的所在地，现只剩下地下埋藏的石构件，但依然能窥见当年皇宫的雄伟。,https://travel.qunar.com/p-oi7524565-nanjingminggugongyizhi,https://img1.qunarzz.com/travel/d8/1703/42/6f3cfb68dbc9a3b5.jpg_r_480x360x95_75644089.jpg
c04f5d52546960b0453c0adce291e0fa,南京,颐和路公馆区Yihe Road Residence Area,6,126,92,南京景点排名第55,中国城市别墅区的经典之作，吸纳了各国的特色建筑，宛如一个国际住宅建筑展览馆。,https://travel.qunar.com/p-oi7566407-yihelugongguanqu,https://img1.qunarzz.com/travel/d6/1711/a9/d696be05c086e7b5.jpg_r_480x360x95_de970532.jpg
d4b7a24f90ff15e0bef2a1b32159fe46,南京,谭延闿墓,3,2,00,南京景点排名第242,谭延闿墓，位于江苏省南京市中山门外灵谷寺东北侧，钟山东峰下。,https://travel.qunar.com/p-oi7524305-tanyankaimu,https://img1.qunarzz.com/travel/poi/1410/23/6c101620bf859910ffffffffc8d65eac.jpg_r_480x360x95_43486dbe.jpg
8544c85087ca73cc401046be6ea3d090,南京,燕子矶公园Yanziji Park,1,179,90,南京景点排名第107,长江三大名矶之一，登顶看滚滚长江，日落时景色尤其漂亮。,https://travel.qunar.com/p-oi707827-yanzijigongyuan,https://img1.qunarzz.com/piao/fusion/1610/b3/5a2262ea317c702.jpg_r_480x360x95_b778b90b.jpg
b38414cb0a10dde65de72c9d3be7f62d,南京,北极阁,1,0,0,南京景点排名第244,鸡笼山位于鼓楼广场东面，北依台城，紧临玄武湖，因山形似鸡笼，故名鸡笼山。南朝宋时在山顶上建立了第一个日观台，观天象，测风候。山下还建立了中国第一所大学，全国有名的文史学家常聚集在这里，鸡笼山堪称当时的学术中心。这个中心随南朝的衰败…,https://travel.qunar.com/p-oi707391-beijige,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
564c1df01c06cab233b6e1a42d15fe97,南京,拉贝旧居John-Rabe House,5,80,92,南京景点排名第245,,https://travel.qunar.com/p-oi7524290-labeijiuju,https://img1.qunarzz.com/travel/d7/1602/9e/9cf79665f2658ef7.jpg_r_480x360x95_640d47a8.jpg
212e228583b6f835b8bf5e158ae5163b,南京,南京理工大学Nanjing University of Science and Technology,3,170,94,南京景点排名第246,,https://travel.qunar.com/p-oi7565590-nanjingligongdaxue,https://img1.qunarzz.com/travel/d8/1703/e1/23ef754fd2f1bab5.jpg_r_480x360x95_831a2d3e.jpg
be592068b47eb6cf352e9465b2520444,南京,中华织锦村,1,0,0,南京景点排名第247,"中华织锦村位于江东门。锦是中国一种历史久远的提花丝织物，采用传统的织造技术和独 特工艺生产，色泽瑰丽多彩，花纹精致古雅，其中以南京云锦、四川蜀锦和苏州宋锦最为著名。
南京织锦村展示了中国各民族的织锦技艺，除收藏有不同民族、不同时代…",https://travel.qunar.com/p-oi702807-zhonghuazhijincun,https://img1.qunarzz.com/wugc/p198/201206/15/9e1be48c7c1494d793835fbb.jpg_r_480x360x95_1481e6a0.jpg
54b4ebea04cbd95a58eb96e496d3137b,南京,烈士群雕,7,0,60,南京景点排名第249,"雨花台烈士群雕
它是雨花台烈士陵园的标志。建于1979年，高10.03米，宽14.2米，厚5.6米，由179块花岗岩拼装而成，总重量约1300吨，是目前我国同类题材花岗岩雕塑之最。它主题突出，层次分明，上实下虚。大家请看：那戴着镣铐、蔑视敌人的工人；横眉…",https://travel.qunar.com/p-oi721280-lieshiqundiao,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/e6d65d9d644ba3dd50dd0b5c358a901d.jpg_r_480x360x95_ccb4ab9f.jpg
9f6c03261fddb10b64e837f6395f75c0,南京,乾隆御碑,1,1,60,南京景点排名第250,清乾隆皇帝游雨花台时所题诗句的碑刻-乾隆御碑。乾隆弘历是位心怀大志，胸有谋略，且潇洒飘逸，风流倜傥的皇帝。他即位后，承袭了他祖父康熙大帝的遗业。康熙帝曾六下江南，以巩固对汉地的统治，乾隆帝自称效法皇祖，也先后六次到江南巡游。在驻骅…,https://travel.qunar.com/p-oi716996-qianlongyubei,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
d662167f090bb514a8315ac5eac829e1,南京,东南大学四牌楼校区,3,15,92,南京景点排名第62,东南大学四牌楼校区座落于南京市区，东枕钟山，西邻钟鼓楼，北临玄武湖，珍珠河纵贯其间，山湖相映，万木竞翠，环境优美。是六朝宫苑的遗址，也曾是明朝国子监所在地。,https://travel.qunar.com/p-oi7565569-dongnandaxuesipailouxiao,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/873e97fc68c5ed996ede49e2e7eaf7d1.jpg_r_480x360x95_9965b225.jpg
4355f9da91f6a275090f8a85fc93fd5a,南京,毗卢寺Pilu Temple,1,78,90,南京景点排名第251,,https://travel.qunar.com/p-oi7524600-pilusi,https://img1.qunarzz.com/travel/poi/1410/24/f6129b44f546646effffffffc8d65eac.jpg_r_480x360x95_3e5945b7.jpg
f5d30e9c7901c1d15ac6a69d91f9c81f,南京,千佛岩Cliff of Thousand Buddhas,1,75,90,南京景点排名第33,,https://travel.qunar.com/p-oi708288-qianfoyan,https://img1.qunarzz.com/travel/d3/1611/e3/e45fbe2b67d608b5.jpg_r_480x360x95_3eee95ed.jpg
f1ba887d54b47817c00cecd7f99a9b04,南京,南京静海寺纪念馆Jinghai Temple,1,64,92,南京景点排名第252,《南京条约》“议约”地，是中国近代遭受外国列强侵略的历史见证人。,https://travel.qunar.com/p-oi711525-nanjingjinghaisijinian,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/50355f9a31f9152e6e5682deee30d16a.jpg_r_480x360x95_f8473af6.jpg
628a5ca50810be83f471bf3b27079a1e,南京,竹林,2,0,0,南京景点排名第134,"竹林，是目前南京市区最大的连片竹林。请看这万株翠竹，端直挺秀，疏密得体；林中一片静谧，风雅宜人，疏风醉影。此刻竹径小路就是无声的导游，请各位沿路欣赏两边的竹姿，近显远隐，层出不穷，配以小亭小景，真可谓""竹径条条通幽处，游人处处画中…",https://travel.qunar.com/p-oi716945-zhulin,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
3197b10f71dbfa42448d7a1257111296,南京,江心洲Jiangxin Continent,1,21,92,南京景点排名第120,,https://travel.qunar.com/p-oi704181-jiangxinzhou,https://img1.qunarzz.com/travel/poi/1803/d5/b04aba947e1e9937.jpg_r_480x360x95_fab85ca1.jpg
2fca1dbb9f061b335186aa29a1279431,南京,玄武门城墙City Wall of Xuanwu Gate,6,59,94,南京景点排名第53,,https://travel.qunar.com/p-oi7646165-xuanwumenchengqiang,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/407570ae2137b59e50bc1b048830315a.jpg_r_480x360x95_c5cc1a94.jpg
1b2026c767babd2819a12a650af9058f,南京,周园,0,16,66,南京景点排名第104,周园位于南京市溧水区白马镇，是中国最大的私人收藏馆，由英籍华人周贺桐先生建设，占地面积100多亩，形之吉祥之“如意”，由周园、文化艺术展示中心及徽文化精品体验中心三部分组成。,https://travel.qunar.com/p-oi7469854-zhouyuan,https://img1.qunarzz.com/travel/poi/1408/28/e941e7bb9824fdaffffffffc8d65eac.jpg_r_480x360x95_cd35e802.jpg
f06617f7cc788b540e354434f08c3598,南京,大金山Gold Mountain,0,40,84,南京景点排名第253,,https://travel.qunar.com/p-oi7469809-dajinshan,https://img1.qunarzz.com/travel/poi/1408/28/498d416a371f3828ffffffffc8d65eac.jpg_r_480x360x95_0424590e.jpg
e175946252fd5c4e7ee76e47325d71a5,南京,江宁织造博物馆Jiangning Imperial Silk Manufacturing Museum,11,413,90,南京景点排名第37,在这里可以了解不一样的“红楼梦”，还能看看什么是真正的江南云锦。,https://travel.qunar.com/p-oi7524611-jiangningzhizaobowuguan,https://img1.qunarzz.com/travel/d5/1501/cc/7ddd62942c8adb.jpg_r_480x360x95_baf0b4c9.jpg
abeaf27cbd604984ec99f442885e55f5,南京,江南第二泉,1,2,60,南京景点排名第255,"雨花台风景区的著名景点""江南第二泉""，她原名雨花泉，泉有二孔，水出地面1米，纤湮缕浸，清洌甘美，色味俱绝，南宋著名爱国主义诗人陆游到四川任职时途经建康，登雨花台游览，用泉水沏茶，备加赞赏，品为二泉，位列金陵名泉之首。明代赵谦为二泉题…",https://travel.qunar.com/p-oi717055-jiangnandierquan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
28df7e23df34f61aedff45bc3f3555bb,南京,廖仲恺何香凝之墓Liaozhongkai He Xiangningmu,2,19,86,南京景点排名第258,,https://travel.qunar.com/p-oi704431-liaozhongkaihexiangning,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/be29ee48-9354-4591-996a-32f7366c54cb.jpg_480x360_10a96773.jpg_480x360_1cfd4ddd.jpg
3b135c26e7f041c1646cafb7375c083e,南京,狮子山景区Shizi Mountain Sceneic Area,1,49,92,南京景点排名第119,,https://travel.qunar.com/p-oi711996-shizishanjingqu,https://img1.qunarzz.com/travel/d2/201212/12/37a62ddf7743d4dbddb12cfb.jpg_r_480x360x95_4d6b05d1.jpg
6c95cbb77085e1989d0e85bc82117c17,南京,木末亭,1,1,60,南京景点排名第260,"木末亭
清""金陵四十八景""的又一重要景观""木末亭""，位于雨花台东岗之巅，始建于明代。""木末""二字，最早见于屈原的《九歌？湘君》，意为高于树梢之上。以此名亭，谓亭秀出林木也；在雨花台建木末亭，还有另外一层含义，因为在木末亭畔，有泰伯祠、有…",https://travel.qunar.com/p-oi716603-mumoting,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
24c671deb684477609c18adeaebe8583,南京,南京信息工程大学,2,9,86,南京景点排名第261,南京信息工程大学是一所具有国际影响的综合性大学，座落在中国江苏省南京市。起源于1923年竺可桢在国立东南大学创办的气象系，1960年建院时称“南京大学气象学院”， 独立后改名为“南京气象学院”； 1978年被确定为全国重点高校，2000年学校由原隶…,https://travel.qunar.com/p-oi7524005-nanjingxinxigongcheng,https://img1.qunarzz.com/travel/d3/1604/5e/55e4b304bd5476f7.jpg_r_480x360x95_2104db77.jpg
